# bin_idx	PA[deg]	RM[rad/m^2]
8	251.8100	26.3388
8	209.2041	-31.6660
8	259.8342	28.2006
8	209.9497	-28.4524
8	201.7582	21.5600
8	198.7536	16.5200
8	210.2681	-10.3091
8	203.1802	21.1766
8	257.2375	-1.0735
8	258.4822	48.2282
8	266.2006	-6.5903
8	199.7255	50.9773
8	199.7146	34.3534
8	202.7274	13.0554
8	196.6081	30.6433
8	196.5639	-14.7690
8	197.1854	23.4122
8	263.3054	-12.7725
8	193.9034	38.1232
8	270.7587	-3.6703
8	187.0358	-46.4629
8	271.0516	13.5309
8	278.1938	-31.8682
8	185.8855	-54.1386
8	184.3841	-64.7914
8	183.7277	-52.7639
8	181.2036	-67.4036
8	185.1960	-16.7428
8	178.8405	-76.9598
8	179.3847	-75.3161
8	286.5952	-47.5942
8	283.7342	-16.4100
8	177.6975	-29.1939
8	179.3759	-60.1658
8	177.2767	-40.4985
8	285.1704	-62.2329
8	173.7597	-16.9749
8	176.2215	-36.9747
8	174.7137	-27.6367
8	174.6678	-31.3060
8	172.3103	-62.2838
8	173.5017	-34.7856
8	173.4869	-26.6761
8	171.8270	-42.2457
9	168.8135	-39.0000
9	169.6511	-79.9182
9	165.4001	-45.0356
9	163.8095	-57.9476
9	163.5850	-60.7271
9	164.0832	-70.2688
9	301.6177	-1.4800
9	160.4376	-44.1355
9	158.8470	-17.4443
9	159.3132	-16.1218
9	158.0177	-26.5642
9	157.2732	5.8546
9	156.1479	-22.8557
9	155.7163	-19.9514
9	155.6986	-9.1463
9	155.8690	-36.1068
9	154.7904	6.4576
9	154.7434	-37.6559
9	154.7972	-32.0699
9	310.6907	-198.0469
9	153.0501	8.4758
9	153.0659	-12.2075
9	152.5723	-21.4275
9	152.3553	-4.8164
9	152.3983	-2.4232
9	312.6000	-279.0387
9	151.3012	-21.1599
9	151.0523	-12.3589
9	146.9609	1.8343
9	146.8439	0.0657
9	146.8013	22.1429
9	318.2113	-243.8227
9	318.2446	-255.6950
9	145.4591	9.7117
9	145.5060	0.6059
9	145.3344	64.9332
9	319.6352	-319.2811
9	144.5185	-21.4563
9	144.2486	-12.8246
9	320.8917	-309.2655
9	142.1539	-17.8022
9	141.8779	-10.8767
9	322.7739	-224.2539
9	141.8230	0.4009
9	141.2848	-13.4422
9	323.3270	-229.2443
9	141.1657	-28.6630
9	140.3806	-13.5087
9	138.5930	-54.2016
9	138.5670	-49.5090
9	138.5124	-14.0131
9	137.9947	-17.6907
9	134.5975	1.2730
9	134.1509	-8.3990
9	133.6782	-9.3674
9	332.5662	-53.5538
9	334.9522	-105.8989
9	127.9830	-13.3494
9	127.2111	-7.9575
9	126.9916	1.0034
9	339.2526	38.6127
9	123.8372	-3.1208
9	123.5083	-11.1828
9	121.3428	-14.9417
9	121.1111	-1.4525
9	121.7027	4.7698
9	120.7888	14.6021
9	118.9897	8.0248
9	117.6875	-5.6181
9	346.3352	17.5069
9	115.8858	-0.3189
9	348.6312	44.6480
9	348.6136	80.0604
9	348.6099	105.0084
9	352.5651	59.7836
9	112.2500	19.4351
9	351.0033	12.2865
9	112.9810	-56.9041
9	110.6003	10.1420
9	110.0358	-27.5285
9	111.3231	32.0822
9	352.9402	84.1925
9	354.4961	77.8845
9	110.4163	12.9629
9	107.0398	19.1445
9	106.0463	34.5193
9	357.5852	75.1614
9	104.9461	12.2908
9	357.6272	71.6847
9	104.5661	24.8818
9	103.7609	27.9013
9	101.8110	21.0452
9	102.3010	38.9377
9	98.6728	40.2514
9	8.2860	-28.2810
9	97.5008	23.4434
9	99.1068	23.5606
9	95.8654	22.5530
9	95.8730	20.8258
9	97.8612	46.3714
9	98.0241	8.4019
9	7.0128	78.3836
9	96.3082	23.8431
9	92.4183	-12.0323
9	93.9469	-3.1966
9	94.7059	23.8942
9	94.6413	15.7255
9	89.6931	-3.7019
9	16.3917	40.7404
9	91.0225	-8.1590
9	90.2883	-16.9269
9	16.1953	-25.3281
9	84.2795	20.6316
9	17.9032	-5.9698
9	16.7407	49.2204
9	81.8713	31.7146
9	87.0101	-57.4773
9	84.7648	22.8693
9	76.5266	-14.2111
9	83.0711	58.6946
9	76.7645	-49.4973
9	81.1753	17.6427
9	25.0085	-16.7418
9	25.0015	-18.8101
9	76.2970	-9.2147
9	37.1900	-89.7338
9	34.1325	-56.5875
9	76.9855	-46.3279
9	65.3411	-7.8881
9	27.4509	-27.3577
9	77.5181	-2.3395
9	78.0218	6.1093
9	29.3689	4.1393
9	55.8466	23.5671
9	74.8146	-55.6024
9	71.4976	-44.5139
9	65.4826	-26.7434
9	69.7449	-62.9772
9	52.9720	117.3166
9	57.0432	9.9898
9	72.0655	-59.4420
9	55.7253	5.2538
9	54.6602	28.8258
9	54.7151	8.8251
9	45.1107	-46.1823
9	55.4535	5.2470
9	56.3943	-11.0820
9	69.4295	-39.0446
9	65.7815	-5.3007
9	50.0868	12.6000
9	70.5332	-60.7599
9	58.3344	-12.0248
9	56.5884	10.7061
9	44.6636	-59.6356
9	38.2979	-71.5131
9	38.2907	-81.6595
9	64.4266	-6.0042
9	64.4800	-8.6912
9	63.7915	-29.4703
9	52.8318	-20.2830
9	62.9057	-36.7226
9	48.0676	-65.8500
9	50.8181	-46.6000
9	55.3934	-31.4710
9	55.6313	-15.1279
9	55.5956	-8.5045
9	55.6210	-59.0259
9	52.6717	-24.2793
9	53.4652	-14.9827
9	230.0064	78.4718
9	233.7336	49.7893
9	222.3663	57.6377
9	240.5810	-1.4696
9	220.6487	66.7181
9	230.0508	55.6606
9	219.4759	119.0885
9	230.1297	42.5570
9	248.4385	-2.8058
9	232.4651	24.0915
9	221.8264	66.2640
9	243.2701	10.1967
9	218.9151	77.7462
9	218.8291	74.7736
9	218.7940	85.7433
9	230.1793	133.4742
9	214.8115	210.8653
9	251.2161	1.8143
9	225.1936	97.3069
9	224.7874	106.1299
9	238.0764	39.5249
9	222.6562	89.0055
9	252.1937	5.6839
9	213.6716	84.7588
9	233.3943	52.2111
9	251.9201	13.6577
9	214.2116	45.3736
9	213.6487	55.4244
9	246.7944	38.2230
9	208.6037	40.2596
9	249.8445	36.3973
9	245.2132	-4.2572
9	206.7986	31.9263
9	206.7621	44.6872
9	248.9908	52.8356
9	209.3577	23.0396
9	213.5944	35.5299
9	256.8116	-33.2368
9	259.6569	10.2121
9	204.1013	1.4120
9	204.3534	28.1413
9	206.2116	20.2614
9	258.5788	-3.9974
9	260.7424	-6.2130
9	262.5792	38.1601
9	200.8567	-3.9499
9	255.7060	29.9305
9	208.9790	33.7409
9	209.9316	21.3600
9	202.9897	-9.6830
9	203.6881	1.5743
9	207.8686	11.8310
9	199.0951	-11.4840
9	200.6710	-28.2927
9	261.9186	-9.0983
9	200.2127	-4.2375
9	202.5905	23.1046
9	198.9536	26.7190
9	192.3443	-44.5034
9	194.6703	45.8051
9	192.2935	-73.7256
9	196.3348	-6.6548
9	271.5143	81.6314
9	266.9799	11.6014
9	193.2760	-92.5217
9	195.6396	66.5161
9	189.6347	-20.3246
9	192.0299	-73.3675
9	194.2396	159.3329
9	187.4169	-22.9727
9	191.0541	-63.8658
9	274.9358	-12.9277
9	188.7911	-90.8401
9	186.2796	-8.9654
9	274.9337	-4.1298
9	279.7425	-154.5438
9	279.4801	-4.2802
9	181.0629	-3.7885
9	185.3298	-88.2351
9	182.8039	-73.5509
9	180.0020	-39.0997
9	289.6522	-33.2667
9	177.1484	-23.5976
9	177.0953	-24.0481
9	172.5136	-45.9846
9	173.1283	-52.2330
9	172.5249	-41.5705
9	292.2565	-71.5070
9	169.7034	-35.5229
9	294.5598	-108.3857
9	171.2427	-45.8876
10	298.7570	98.5393
10	166.7318	-42.9293
10	299.5969	73.1872
10	166.3822	-52.8843
10	166.3599	-44.4823
10	299.2490	139.2302
10	298.8715	120.8627
10	166.3538	-33.4014
10	300.2297	20.5018
10	161.4748	-32.3656
10	301.5112	-31.4860
10	161.4311	-23.1988
10	159.8597	-24.4797
10	307.1575	-250.9196
10	157.0219	-27.4759
10	155.7273	-18.0823
10	155.6618	-23.7437
10	155.4094	-25.3730
10	311.0257	-395.9506
10	152.9831	-11.1035
10	150.5719	-4.2058
10	150.0965	-1.5859
10	149.6026	1.1965
10	318.3241	-344.8469
10	145.6774	9.5167
10	319.2591	-338.5412
10	319.2610	-354.8466
10	145.0332	16.8256
10	144.2711	8.1281
10	143.9860	6.3479
10	143.9837	5.9661
10	143.4974	-2.6174
10	142.9735	8.5387
10	322.8068	-203.7128
10	141.1357	9.7102
10	140.2145	8.6043
10	139.6181	17.0926
10	139.5619	2.9342
10	325.1698	-174.0194
10	139.0397	13.9484
10	325.5774	-165.1585
10	138.9418	7.1287
10	138.6759	-4.3781
10	138.2801	5.3619
10	138.3930	18.2537
10	137.5075	5.6308
10	137.2214	13.7804
10	136.4838	-11.5214
10	136.0053	-12.3132
10	135.9840	-9.3201
10	133.7305	-18.4572
10	133.0860	-17.2448
10	132.8417	-17.5236
10	132.6336	14.8373
10	131.2572	-26.1280
10	131.2143	-9.5165
10	336.7955	-71.1195
10	125.6028	-39.0398
10	338.4500	-64.0808
10	338.2139	21.3241
10	125.0241	33.7288
10	124.7925	-17.3084
10	123.4475	-8.9973
10	121.6018	-8.8681
10	121.9269	-37.9551
10	342.7347	-5.6994
10	119.8148	-11.6680
10	118.6997	32.3223
10	118.2348	39.2267
10	119.6691	28.3766
10	116.9781	-0.6717
10	347.0796	79.9496
10	117.9804	-28.4595
10	348.2682	149.6343
10	115.8450	23.6712
10	115.8027	-12.7089
10	114.9783	2.4181
10	113.9494	6.3097
10	113.2492	4.3062
10	351.6783	112.6691
10	110.3464	12.3975
10	111.1346	-9.5196
10	109.9404	-0.0207
10	108.5067	31.5113
10	357.5810	87.3678
10	108.3164	45.3248
10	104.8502	16.5171
10	106.9259	13.4346
10	359.8723	176.8997
10	105.5256	13.3465
10	101.7894	51.9265
10	102.8890	12.3747
10	102.5426	40.0170
10	102.5018	24.7872
10	103.7068	-43.0738
10	100.4010	13.2476
10	100.6349	22.6957
10	99.3471	11.7679
10	100.2458	4.2417
10	97.8483	22.8904
10	102.0720	13.1785
10	101.2708	31.7261
10	96.5830	8.2326
10	96.5621	8.9281
10	9.4616	-1.8265
10	6.8979	132.9979
10	94.2056	-1.2679
10	93.8402	2.6836
10	94.9440	12.5127
10	95.7781	-2.1711
10	94.5536	-9.0193
10	89.9098	-21.2756
10	91.7481	-11.7150
10	11.4175	101.4984
10	91.8167	-19.4529
10	92.4526	-19.1866
10	87.2728	-48.2697
10	91.6594	46.6357
10	84.9939	18.8635
10	19.1630	-30.1630
10	80.2810	-0.6155
10	83.7723	6.5372
10	83.6400	-6.9828
10	20.5383	-34.5231
10	78.9329	-0.7036
10	20.3430	-11.8565
10	81.4660	44.1229
10	75.7979	-48.8462
10	25.8932	17.3774
10	79.5026	15.3917
10	23.3484	-13.9380
10	79.4855	18.6673
10	23.4117	-1.7726
10	79.3133	3.7798
10	80.6742	1.7470
10	27.2256	-10.8873
10	78.7274	2.1172
10	80.1322	1.4082
10	79.3406	-24.7679
10	71.1329	-67.7847
10	75.0190	-39.7125
10	79.9730	-8.1803
10	28.3336	-14.3510
10	65.4411	3.1941
10	65.4039	3.3168
10	64.2848	-28.0751
10	26.3910	22.6409
10	68.3709	-25.9806
10	68.3940	-28.1943
10	33.6027	-14.0869
10	70.4239	-48.7209
10	34.0628	-40.5920
10	62.9546	-31.6186
10	57.3237	12.3442
10	74.1396	-45.5931
10	60.6641	8.5349
10	74.9885	14.5787
10	73.9616	-45.1425
10	68.3268	-37.2785
10	33.0774	-9.0394
10	33.1295	-12.0136
10	30.2354	12.5028
10	72.1561	-11.6910
10	67.1648	-8.9046
10	31.3122	-32.8295
10	31.3363	-19.5511
10	37.9565	-24.5787
10	56.3164	31.3066
10	45.2808	-48.5678
10	37.2125	-49.0528
10	65.3854	9.4388
10	63.2226	-12.8200
10	51.0206	6.4140
10	64.5318	-8.8709
10	54.7485	-13.6206
10	60.0084	-30.4736
10	61.6525	-59.9417
10	65.8786	23.6426
10	37.9675	-29.7319
10	38.0152	-23.1509
10	46.0134	-13.1723
10	45.9736	1.8224
10	52.6302	6.3069
10	233.4515	49.7814
10	222.4611	0.8208
10	235.7403	34.2572
10	226.8014	9.6313
10	221.1156	-58.3453
10	244.3191	12.4977
10	231.6350	84.4246
10	224.2571	5.8387
10	235.1165	3.9349
10	236.5925	46.7615
10	244.8486	3.1348
10	228.0955	71.7219
10	218.3842	-34.6357
10	235.0559	23.1991
10	233.7289	39.1444
10	230.1439	88.3595
10	215.7555	15.9377
10	224.0756	30.6045
10	217.4105	-13.1936
10	231.7603	24.8401
10	239.7696	8.3232
10	244.1295	6.5511
10	212.5595	-1.7645
10	208.7983	14.2439
10	248.1801	3.1834
10	254.2186	16.5227
10	245.9508	18.5841
10	250.4896	-12.4783
10	213.3194	-28.8242
10	244.7328	2.8750
10	216.0595	34.1003
10	211.8205	12.3771
10	257.8512	-20.5261
10	259.7386	-2.8501
10	201.6057	39.1493
10	258.1316	41.5032
10	202.0038	22.9030
10	200.7351	20.2407
10	254.9985	38.4688
10	199.7586	42.2158
10	205.2544	39.2326
10	208.1475	42.4804
10	201.3486	21.7436
10	207.3895	28.2928
10	207.4143	28.6402
10	202.2392	30.4639
10	203.1146	39.7488
10	206.1383	56.8620
10	204.7309	45.2039
10	260.8483	35.8229
10	200.0431	-1.6515
10	203.0877	9.5142
10	195.6877	-55.6885
10	194.3038	-51.7956
10	264.9785	100.3034
10	192.7186	-50.1977
10	191.5504	-55.1621
10	269.9759	21.0227
10	192.0878	-20.2344
10	192.1055	-32.0489
10	192.0024	-27.6738
10	187.4854	-20.6178
10	187.4515	-18.7745
10	186.8180	-20.3760
10	186.4031	-10.4672
10	183.7345	32.7390
10	183.9782	55.2635
10	183.8408	-21.8846
10	278.1913	14.7706
10	185.4947	-23.4503
10	184.7016	0.6530
10	182.2653	-18.4325
10	183.3761	18.9436
10	180.4096	-15.1771
10	180.9422	1.8083
10	178.5354	-9.2802
10	180.6294	-25.2119
10	180.1807	36.1531
10	178.5278	-3.8859
10	176.1858	-40.8373
10	178.0685	-10.5570
10	175.8211	26.4568
10	176.7293	4.8627
10	174.6923	-24.4718
10	173.3867	-16.7892
10	173.6435	-1.9531
10	173.1332	-43.1924
10	173.2682	-55.1209
10	172.5739	-24.1917
10	170.9359	-38.4732
10	170.7463	-24.6753
10	168.9140	-14.3152
10	167.8873	-30.2421
10	167.9841	-14.8297
10	167.1452	-522.9220
10	168.4978	-37.0552
10	168.2401	-31.4260
10	166.2626	-25.8312
10	167.2027	-25.1629
10	165.5338	-33.3000
